x,y,domain,emotion
18.07954216003418,23.36226463317871,source,neutral
-29.03704261779785,-2.2234137058258057,source,neutral
47.19700622558594,-7.66030740737915,source,neutral
-11.639878273010254,36.76082992553711,source,neutral
63.98497772216797,2.880664348602295,source,neutral
-5.497734546661377,38.087154388427734,source,neutral
5.938714981079102,29.728601455688477,source,neutral
41.22418975830078,-10.170246124267578,source,neutral
65.59810638427734,3.969330072402954,source,neutral
59.79521942138672,3.391632556915283,source,neutral
1.2328897714614868,27.5274658203125,source,neutral
-4.128617763519287,28.037776947021484,source,angry
-13.523537635803223,14.779922485351562,source,angry
-32.99995803833008,4.392101764678955,source,angry
-38.55504608154297,-9.645484924316406,source,angry
7.9118852615356445,18.314714431762695,source,angry
-14.059488296508789,-4.524314880371094,source,angry
-23.711597442626953,10.259871482849121,source,angry
-25.362445831298828,8.860123634338379,source,angry
-7.2207183837890625,-1.410024642944336,source,angry
-31.385963439941406,-19.15353775024414,source,angry
16.06658172607422,14.278711318969727,source,angry
-6.843665599822998,-19.803747177124023,source,angry
4.465189456939697,-4.495298385620117,source,angry
-12.459061622619629,-6.4996442794799805,source,angry
-11.992130279541016,1.4451717138290405,source,angry
5.911945819854736,18.720396041870117,source,angry
-14.609553337097168,14.133743286132812,source,angry
-4.0483598709106445,-11.944131851196289,source,angry
5.052321434020996,27.288394927978516,source,angry
-16.33367919921875,19.15961456298828,source,angry
-8.2007474899292,31.225549697875977,source,angry
2.802206039428711,-4.689882755279541,source,angry
-18.665311813354492,8.683317184448242,source,angry
7.403010845184326,28.90333366394043,source,neutral
17.785999298095703,29.010454177856445,source,happy
56.866188049316406,-4.784145832061768,source,happy
9.692276954650879,29.009483337402344,source,neutral
66.47372436523438,6.751068592071533,source,neutral
-15.335308074951172,-6.709677696228027,source,neutral
68.90900421142578,7.918905258178711,source,neutral
-23.179494857788086,23.00873374938965,source,neutral
4.358486652374268,33.216209411621094,source,neutral
-29.179195404052734,-5.5971221923828125,source,neutral
-29.231840133666992,-2.23543119430542,source,neutral
-13.865259170532227,-6.855337619781494,source,neutral
15.404080390930176,26.856605529785156,source,neutral
20.12518310546875,26.485660552978516,source,neutral
-6.8271164894104,22.331588745117188,source,neutral
-31.2170352935791,-1.1971569061279297,source,neutral
-32.58279037475586,11.561168670654297,source,neutral
19.262441635131836,21.6517276763916,source,neutral
20.511062622070312,25.582542419433594,source,neutral
53.14697265625,-5.651305198669434,source,neutral
-27.641267776489258,-15.091379165649414,source,neutral
-21.096553802490234,-7.2863593101501465,source,neutral
66.23847961425781,4.733676910400391,source,neutral
